oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
CO-T1792,Support for the Digital Transformation of Justice Agenda,2025-08-25T00:00,2025-08-25T00:00,CO,Colombia,Implementation,RM,REFORM / MODERNIZATION OF THE STATE,RM-JUS,MODERNIZATION & ADMINIST OFJUSTICE,TCP,Technical Cooperation,"This Technical Cooperation (TC) seeks to support the strengthening of institutional capacities in the Colombian justice sector, promoting the development of skills and advanced technologies that support the sector's digital transformation agenda. Specifically, this TC will support: (i) the development and implementation of governance strategies, information management systems, and the adoption of advanced technologies to improve judicial and administrative processes; (ii) the strengthening of digital capacities for the digital transformation of justice in Colombia; and (iii) knowledge management for Digital Justice.",200000.000,200000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1793,Support the sustainability of Colombia's energy sector,NULL,NULL,CO,Colombia,Preparation,EN,ENERGY,EN-INS,ENERGY INSTITUTIONAL STRENGTHENING AND CAPACITY BUILDING,TCP,Technical Cooperation,"The objective of this Technical Cooperation (TC) is to support the strengthening of the sustainability of Colombia's electricity sector, including improvements to the subsidy targeting scheme and the promotion of individual self-generation strategies to protect electricity consumption for the most vulnerable users. The specific objectives are: (i) to support the sustainability of electricity service for vulnerable households through the analysis of public policy strategies that promote the closing of fiscal gaps in electricity subsidies, including improvements in subsidy targeting; (ii) to support the development of public policy measures that promote more affordable service and encourage the adoption of non-conventional renewable energies, including the Colombia Solar program, which promotes the installation of solar panels in low-income households; and (iii) to strengthen institutional capacities to improve the sector's sustainability.",200000.000,400000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1794,Support to the Amazonian Region Energy Transition,2025-10-03T00:00,2025-10-03T00:00,CO,Colombia,Implementation,EN,ENERGY,EN-ERT,RURAL ELECTRIFICATION,TCP,Technical Cooperation,The objective of this Technical Cooperation (TC) is to support the Government of Colombia (GoC) in preparing a large-scale strategy for a Just Energy Transition (JET) in the Amazon region that promotes comprehensive development of the area and contributes to the achievement of the country's decarbonization goals.,500000.000,500000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CO-T1796,Support for Integrated Migration Policy,2025-08-11T00:00,2025-08-11T00:00,CO,Colombia,Implementation,IS,SOCIAL INVESTMENT,IS-MIG,MIGRATION & MIGRANTS,TCP,Technical Cooperation,"The objective of this non-reimbursable technical cooperation is to support the Government of Colombia in the optimization of the Intégrate Centers' attention schemes, the inter-institutional coordination mechanisms, and in a strategy to guarantee the sustainability of attention to the migrant population. It will also support the implementation of activities and schemes to contribute to the prevention of smuggling of migrants in Colombia through the Intégrate Centers. These actions will contribute to the exercise of rights and protection of the migrant population, returnees and host communities, with special emphasis on migrants, as well as their socio-economic inclusion.",150000.000,150000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CO-T1797,"Support for advancing the agenda of trade logistics, investment, and productive and export development",2025-05-28T00:00,2025-05-28T00:00,CO,Colombia,Implementation,TD,TRADE,TD-TFL,"TRADE FACILITATION, TRADE LOGISTICS AND CUSTOMS",TCP,Technical Cooperation,"The general objective of this TC is to support the Government of Colombia, in particular the National Planning Department (DNP), in the implementation of the PNL investment loan (5229/OC-CO) and the program of policy reforms supporting Colombia's integration into the GVCs (5982/OC-CO). The specific objectives are:(i) to promote the execution, monitoring, evaluation, sustainability and closure of these operations; and (ii) to support the strengthening of the technical capacities of the DNP and other public entities involved in the implementation of this program agenda.",250000.000,250000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1801,Support for the Institutional Strengthening and Modernization of FINAGRO,2025-07-01T00:00,2025-07-01T00:00,CO,Colombia,Implementation,FM,FINANCIAL MARKETS,FM-FES,FINANCING FOR ENVIRONMENTAL SUSTAINABILITY,TCP,Technical Cooperation,"The objective of this Technical Cooperation (TC) is to strengthen the institutional capacities of the Fund for the Financing of the Agricultural Sector (FINAGRO) to improve its efficiency in financing the Colombian agricultural sector. The specific objectives seek to strengthen FINAGRO's technical capabilities in the development of financial products, implementation of methodologies for impact measurement, and integration of sustainability criteria into its financing strategy, in order to promote sustainable and resilient agricultural development.",375000.000,375000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1802,Support for the implementation of the national reference unit for genomic profile characterization and data management by the National Institute of Health,2025-10-15T00:00,NULL,CO,Colombia,Implementation,SA,HEALTH,SA-DPC,DISEASE PREVENTION & CONTROL,TCP,Technical Cooperation,"The objective of this Technical Cooperation (TC) is to design, develop, and implement a national platform for genomic surveillance of microorganisms of public health interest in Colombia (VIGIPAT) under the responsibility of the National Institute of Health (INS).",200000.000,498360.00,98360.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1804,Support for the Comprehensive Early Childhood Care Policy - Phase II,2025-08-07T00:00,2025-08-07T00:00,CO,Colombia,Implementation,IS,SOCIAL INVESTMENT,IS-ECD,EARLY CHILDHOOD DEVELOPMENT,TCP,Technical Cooperation,The objective of this Technical Cooperation (TC) is to support the District Secretariat for Social Integration (SDIS) and the District Education Secretariat (SED) of Bogota in the design and implementation of the Comprehensive District System for Early Childhood Care (SDAIPI) through the development of its Nominal Monitoring System (SSN) and a quality assurance system for early childhood services. This TC provides programmatic continuity to activities in operations CO-T1770 (ATN/OC-21187-CO) and CO-R1007.,200000.000,200000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1806,Country Platform for achieving climate and just energy transition goals: governance and portfolio,2025-05-22T00:00,2025-05-22T00:00,CO,Colombia,Implementation,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-FCC,CLIMATE CHANGE FINANCING,TCP,Technical Cooperation,"The objective of this Technical Cooperation (TC) is to support the Government of Colombia in establishing the process of a Country Platform for a Just Energy Transition, as a mechanism for dialogue and collaboration with the international community to promote the achievement of Colombia's NDC climate goals under the Paris Agreement.",350000.000,350000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1811,Promoting the Use and re-Use of Open Data in Colombia,NULL,NULL,CO,Colombia,Preparation,RM,REFORM / MODERNIZATION OF THE STATE,RM-EGO,E-GOVERNMENT,TCP,Technical Cooperation,"The main objective of this technical cooperation is to support the government of Colombia, through the implementation of their open data initiatives, with emphasis on impactful activities related to the use and re-use of open data.",450000.000,900000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1812,Support for the structuring of efficient and sustainable PPPs in the social sector in Colombia,NULL,NULL,CO,Colombia,Preparation,OT,OTHER,OT,OTHER,TCP,Technical Cooperation,"The objective of this technical cooperation (TC) is to promote efficient, sustainable and responsible private investment in public social infrastructure in Colombia, such as health and education. This objective will be achieved though the implementation of feasibility and structuring studies to design Public Private Partnership Contracts that offers value for money for public sectors, that delivers quality service to users and that promotes a balance between risks and rentability to private sector investors. The TC will support public entities in Colombia, such as the National Infrastructure Agency, to conduct financial, technical, environmental and legal assessments that are required to prepare PPP contracts in the social sector in line with the countries National Development Plan",2050000.000,4100000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1813,Development of Financing and Monitoring Mechanisms to support the Implementation of Colombia’s Biodiversity Action Plan,NULL,NULL,CO,Colombia,Preparation,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-BIO,BIODIVERSITY AND PROTECTED AREAS CONSERVATION,TCP,Technical Cooperation,"The objective of this TC is to support the Ministry of Environment and Sustainable Development in developing a technological platform to monitor investments in nature and advance the implementation of Colombia's Biodiversity Action Plan (NBSAP) targets. To achieve this, the initiative will strengthen governance and institutional capacity, facilitate the development of new regulatory frameworks, and promote agile methodologies for data integration. Additionally, it will support the creation of innovative financial mechanisms to mobilize public and private capital for biodiversity protection, aligning with the indicators and reporting processes of the Global Biodiversity Framework and Colombia's NBSAP.",350000.000,700000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1814,Support for project preparation under the Colombia Country Platform,NULL,NULL,CO,Colombia,Preparation,EN,ENERGY,EN-EEC,ENERGY EFFICIENCY AND RENEWABLE ENERGY IN END USE,TCP,Technical Cooperation,"The objective of this TC is to support the Government of Colombia in the structuring of a Country Platform that supports compliance with the Nationally Determined Contributions (NDCs) and with a first phase focused on the Just Energy Transition (TEJ), including electromobility, through the definition and preparation of a sectoral portfolio of projects (especially electric regional train projects and electric bus projects in intermediate cities). Likewise, support will be given to the design of governance and financial instruments that will enable the viability of the projects.",2250000.000,2250000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1816,Support the Design of the Cartagena Flood Control Program,NULL,NULL,CO,Colombia,Preparation,AS,WATER AND SANITATION,AS-DRA,URBAN DRAINAGE,TCP,Technical Cooperation,"Support the design of the Cartagena Flood Control Program generating inputs for the technical, environmental, social and financial analyses to be developed.",200000.000,400000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-T1817,Guiding the Future: Can an Information Platform Shape Students' Path to Higher Education?,NULL,NULL,CO,Colombia,Preparation,ED,EDUCATION,ED-SEC,SECONDARY EDUCATION,TCP,Technical Cooperation,"This project aims to evaluate whether providing high school students with access to Lumina, a personalized virtual platform with comprehensive information on higher education options, can influence their educational and career decisions. Through a randomized controlled trial in public schools in Antioquia and Cali, Colombia, the study will assess the platform's impact on students' higher education transitions, field of study choices, and aspirations. A specific focus will be placed on addressing gender gaps in STEM by testing the effect of gender-sensitive materials. The findings will inform public policy and support evidence-based strategies to improve equitable access to higher education in Latin America and the Caribbean.",170000.000,340000.00,NULL,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CO-X1001,Support for the Colombia Poverty Reduction Strategy,2004-12-20T00:00,2004-12-20T00:00,CO,Colombia,Closed,IS,SOCIAL INVESTMENT,IS,SOCIAL INVESTMENT,TCP,Technical Cooperation,"In the context of presidential and congressional elections in 2006, the objective of the PRS is to structure a long-term Government policy that identifies those interventions that should be continued, expanded or reformed in order to substantially reduce poverty and inequality in Colombia. The proposed grant would provide partial financing for selected components of the PRS process: (i) consultation and consensus building; (ii) policy and program assessment and strategies; and (iii) monitoring and evaluation.",294115.000,294115.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
CO-X1003,Proposal for a conditional credit line (CCLIP),2008-03-26T00:00,NULL,CO,Colombia,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,CON,Container,To contribute to the development and the territorial competitiveness being facilitated the sustainable access to financing of infrastructure projects and services associated to the provision of public services.,200000000.000,200000000.00,0.00,Sovereign Guaranteed,CCL,Credit Line,CLIP,Conditional Credit Line Investment Project (CCLIP),NULL,NULL,NULL,NULL,SG,EXITED
CO-X1004,Protecting Biodiversity in the Southwestern Caribbean Sea,2009-11-04T00:00,2009-12-17T00:00,CO,Colombia,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-BIO,BIODIVERSITY AND PROTECTED AREAS CONSERVATION,IGR,Investment Grants,"The goal of this project is the protection of important marine biodiversity in the Caribbean, improving the conservation and sustainable use of marine and coastal ecosystems. This objective will be achieved by strengthening and expanding the implementation of the SeaFlower Marine Protected Area of the San Andres archipelago.",3000000.000,9253000.00,6253000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
CO-X1006,Preparation of Full-Sized GEF Project CO-X1004,2008-05-14T00:00,2008-05-22T00:00,CO,Colombia,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-BIO,BIODIVERSITY AND PROTECTED AREAS CONSERVATION,IGR,Investment Grants,"The preparation of Project CO-X1004, including the documentation, consultation and coordination required",150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
CO-X1007,"Financing Line Investment Projects, Productive Restructuring, Export Development",2008-12-04T00:00,NULL,CO,Colombia,Closed,FM,FINANCIAL MARKETS,FM-CAP,CAPITAL MARKET DEVELOPMENT,CON,Container,"To promote the expansion and development of the financial market, by allowing the financial intermediaries to generate their own resourcees through the financing of project's working capital at market conditions. This would result in: (i) the expansion of the banking sector; (ii) the targeting of the credit supply; and (iii) progressive training of the financial intermediaries in the structuring of investment projects.",650000000.000,1300000000.00,650000000.00,Sovereign Guaranteed,CCL,Credit Line,CLIP,Conditional Credit Line Investment Project (CCLIP),NULL,NULL,NULL,NULL,SG,EXITED
CO-X1008,Mechanism For Voluntary Mitigation Of Greenhouse Gas Emissions In Colombia,2011-08-31T00:00,2011-11-03T00:00,CO,Colombia,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-MIT,CLIMATE CHANGE MITIGATION POLICY,TCP,Technical Cooperation,"The project aims to build a mechanism that will encourage and facilitate voluntary initiatives for mitigation of GHG emissions for Colombia. In particular, the mechanism will: i) encourage and support the implementation of reliable, consistent and transparent standards and protocols for estimating and reporting the GHG emission reduction at the corporate level or production unit, and ii) measure, monitor, verify and reduce GHG emissions associated with land use change in a consistent manner.",2700000.000,10473900.00,7773900.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
CO-X1009,Catalytic Investments for Geothermal Power,2011-07-05T00:00,2011-10-11T00:00,CO,Colombia,Closed,EN,ENERGY,EN,ENERGY,TCP,Technical Cooperation,Support the development of Colombia's geothermal potential for energy purposes whilst contributing to energy matrix diversification and the reduction of Greenhouses Gases Emission,2727000.000,3777000.00,1050000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,NULL,NULL,SG,EXITED
CO-X1011,Biodiversity Conservation in Palm Cropping Areas,2012-04-19T00:00,2012-07-19T00:00,CO,Colombia,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-BIO,BIODIVERSITY AND PROTECTED AREAS CONSERVATION,TCP,Technical Cooperation,"To induce the adoption of biodiversity-friendly production systems in palm-growing farms in Colombia contributing to protect and restore high value conservation areas in palm-growing regions, enhance their natural assets in the framework of regional conservation schemes, and improve local livelihoods with participation from social actors present in palm agro-ecosystems.",4250000.000,18580000.00,14330000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,NULL,NULL,SG,EXITED
CO-X1014,Colombia Sustainable Energy Finance Facility,2011-06-08T00:00,NULL,CO,Colombia,Implementation,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,CON,Container,The proposed Facility will promote Energy Efficiency/Cleaner Production (EE/CP) investments from end-users (in particular SMEs and small corporates or projects) in Colombia by increasing access to appropriate finance and by building capacity and awareness.,90000000.000,90000000.00,0.00,Non-Sovereign Guaranteed,FAC,Facility,PSF,PSF (Private Sector Facility),NULL,NULL,NULL,NULL,NSG,ACTIVE
CO-X1017,Support to Implementation of the Human Resource Management Strategy,2012-08-31T00:00,2013-02-05T00:00,CO,Colombia,Closed,IS,SOCIAL INVESTMENT,IS,SOCIAL INVESTMENT,TCP,Technical Cooperation,The operation will: (i) finance the design of some measures needed to implement the system; (ii) have experts available who implemented similar systems in developed countries; (iii) strengthen the institutionality.,600000.000,715000.00,115000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
CO-X1018,Fiscal and Public Expenditure Strengthening in Subnational Entities,2014-12-15T00:00,NULL,CO,Colombia,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-SUB,SUBNATIONAL AND LOCAL GOVERNMENTS,CON,Container,"The general objective of the second operation under the CCLIP is to support improved fiscal and urban sustainability in five municipios by financing institutional strengthening and physical investment projects. The specific objectives are as follows: (i) improve fiscal performance, in terms of revenue collection and public expenditure efficiency; (ii) improve urban planning, infrastructure, and services; and (iii) improve utilities access and quality.",600000000.000,600000000.00,0.00,Sovereign Guaranteed,CCL,Credit Line,CLIP,Conditional Credit Line Investment Project (CCLIP),NULL,NULL,NULL,NULL,SG,EXITED
CO-X1021,Access to Finance and Entrepreneurial Development in Rural Nariño,2015-12-15T00:00,2016-04-15T00:00,CO,Colombia,Closed,FM,FINANCIAL MARKETS,FM-INC,FINANCIAL INCLUSION,TCP,Technical Cooperation,The project aims to contribute to the economic development of 1200 families of rural and indigenous people of the Nariño Department in south of Colombia.,270000.000,370000.00,100000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,SMP,Social Entrepreneurship Program & Small Projects,NSG,EXITED
CO-X1022,Social and Business Consolidation of the Association of Women Coffee Growers of,2015-12-14T00:00,2016-04-25T00:00,CO,Colombia,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-AGB,AGRIBUSINESS,TCP,Technical Cooperation,The proposed Project expects to contribute to the economic development of the women coffee producers of rural Huila. The project proposes strengthening the women coffee producers association of West Huila through improving its business management and increasing its technical and productive capacities. This will be done by the technical assistance and financial access provided by CADEFIHILA in association with the Universidad Cooperativa de Colombia.,270000.000,538520.00,268520.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,SMP,Social Entrepreneurship Program & Small Projects,NSG,EXITED
CO0001,System Expansion Insula-Esmeralda-S.Francisco,1973-10-11T00:00,1974-06-18T00:00,CO,Colombia,Closed,EN,ENERGY,EN-D&T,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,LON,Loan Operation,EN,2400000.000,2400000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0002,System Expansion Insula-Esmeralda-S.Francisco,1973-10-11T00:00,1974-06-18T00:00,CO,Colombia,Closed,EN,ENERGY,EN-D&T,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,LON,Loan Operation,EN,4500000.000,4500000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0003,Hydroelectric Power Station Chivor II,1973-12-20T00:00,1974-12-19T00:00,CO,Colombia,Closed,EN,ENERGY,EN-ERT,RURAL ELECTRIFICATION,LON,Loan Operation,EN,48500000.000,48500000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0004,Expansion Improvement Aquaduct Drain Medellin,1973-06-28T00:00,1974-01-31T00:00,CO,Colombia,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,LON,Loan Operation,EN,3800000.000,3800000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0005,Expansion Improvement Aqueduct Drain,1973-06-28T00:00,1974-01-31T00:00,CO,Colombia,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,LON,Loan Operation,EN,8500000.000,8500000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0006,Dam Construction Plant River Archicaya,1968-12-30T00:00,1969-09-04T00:00,CO,Colombia,Closed,EN,ENERGY,EN-HID,NEW HYDROPOWER PROJECTS,LON,Loan Operation,EN,43300000.000,43300000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0007,Grains Commercialization,1969-06-26T00:00,1969-10-14T00:00,CO,Colombia,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-POL,AGRICULTURAL POLICY,LON,Loan Operation,EN,4200000.000,4200000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0008,Expansion & Improvement Aqueduct of Medellin,1969-06-26T00:00,1969-10-11T00:00,CO,Colombia,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,LON,Loan Operation,EN,3300000.000,3300000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0009,Electric Subtransmission Distribution System 12 Areas,1971-02-11T00:00,1971-05-28T00:00,CO,Colombia,Closed,EN,ENERGY,EN-D&T,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,LON,Loan Operation,EN,9000000.000,9000000.00,0.00,Sovereign Guaranteed,GOM,GOM (Global of Multiple Works Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0010,Hydroelectrical Power Station de Chivor,1971-05-05T00:00,1971-07-05T00:00,CO,Colombia,Closed,EN,ENERGY,EN-HID,NEW HYDROPOWER PROJECTS,LON,Loan Operation,EN,34100000.000,34100000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0011,Jaguas Complementary Financing (CO0070) LCC,1985-05-15T00:00,NULL,CO,Colombia,Closed,EN,ENERGY,EN-HID,NEW HYDROPOWER PROJECTS,LON,Loan Operation,EN,52000000.000,52000000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
CO0012,Improvement & Rehabilitation of Puerto de Buenaventura,1973-02-15T00:00,1973-04-25T00:00,CO,Colombia,Closed,TR,TRANSPORT,TR-VPR,MAJOR HIGHWAYS,LON,Loan Operation,EN,11000000.000,11000000.00,0.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
